movie ID,genre ID
232,8
232,14
233,8
234,5
235,5
235,8
236,1
236,5
236,14
237,5
237,14
238,2
238,4
239,3
239,4
239,5
239,14
240,16
241,4
241,8
242,8
242,12
243,4
243,5
243,9
246,7
247,6
247,8
248,5
249,8
249,14
250,4
250,5
251,1
252,5
252,14
253,8
253,11
254,8
255,5
256,5
256,15
257,13
257,16
258,2
258,4
258,5
258,9
258,14
259,6
259,8
259,16
260,1
260,2
260,15
261,8
262,4
262,8
263,8
265,8
265,9
265,14
266,8
266,14
266,17
266,18
267,5
269,8
270,8
270,14
271,8
272,5
272,8
273,8
273,11
273,15
274,5
275,5
276,5
276,14
277,8
278,5
279,8
280,8
280,16
281,5
281,8
281,14
282,8
283,6
283,8
284,1
284,6
285,8
285,11
287,5
287,14
288,1
288,6
288,16
289,5
289,14
290,6
290,8
291,8
291,16
292,1
292,8
292,15
292,16
293,1
293,6
293,8
293,16
294,5
294,14
295,5
295,14
296,5
296,6
296,8
296,16
298,8
299,8
300,8
301,8
301,14
302,8
302,14
303,1
303,16
303,18
304,5
304,8
305,5
306,8
307,8
308,5
308,8
310,5
311,11
311,16
312,5
313,3
313,4
314,4
314,8
314,9
314,13
315,1
315,8
315,16
316,1
316,2
316,15
317,5
317,8
317,9
318,6
318,8
319,5
319,8
319,16
320,10
320,16
321,8
322,5
322,8
324,5
324,8
325,5
326,8
327,1
327,5
327,15
328,11
328,16
329,2
329,8
329,15
330,1
330,6
330,11
331,8
332,11
332,15
333,5
334,8
335,13
335,16
336,8
336,17
337,8
338,1
338,15
338,16
339,5
339,14
340,2
340,8
340,17
341,8
342,5
343,4
344,5
345,5
345,8
346,8
346,12
347,8
347,10
347,14
348,5
349,1
349,6
349,8
349,16
350,8
350,13
350,16
351,5
351,8
351,14
352,5
352,8
353,1
353,6
353,9
353,16
354,8
355,4
355,5
355,9
356,5
356,8
356,14
356,17
357,5
357,14
358,8
359,5
359,8
359,14
360,1
360,5
361,5
361,8
361,14
362,2
362,4
362,14
363,7
364,2
364,3
364,4
364,8
364,12
365,8
366,8
366,11
366,13
366,16
367,1
367,5
367,6
367,9
368,2
368,5
368,18
369,8
370,1
370,5
371,5
371,8
372,5
372,8
372,14
373,16
374,4
374,5
376,1
376,16
377,1
377,14
377,16
378,5
378,14
379,1
379,15
379,16
380,1
380,2
380,5
380,14
380,16
381,8
381,14
382,8
382,11
382,14
382,16
383,18
384,1
384,6
384,8
385,8
386,8
387,1
387,5
388,8
389,8
389,14
389,17
390,1
390,6
390,8
391,6
391,8
393,1
393,2
393,9
405,1
405,9
406,8
407,11
407,16
408,8
409,6
409,8
410,4
410,5
410,9
412,8
413,5
414,5
415,5
415,16
416,18
417,5
417,14
418,8
419,5
420,1
420,5
420,6
420,16
421,2
421,4
421,8
422,16
423,1
423,16
424,8
425,8
425,14
426,11
426,15
426,16
427,8
427,13
427,14
427,16
428,8
429,5
430,5
430,8
431,6
431,8
432,2
432,5
432,18
433,5
434,1
434,2
434,16
435,5
435,15
436,8
436,16
437,5
438,1
438,5
438,8
440,5
440,14
441,5
442,1
442,2
442,15
444,5
444,14
445,5
446,8
446,14
448,8
449,5
450,5
450,8
451,8
451,13
451,14
452,8
453,5
453,14
454,8
454,16
455,2
455,4
455,8
456,6
456,8
456,16
457,16
458,8
458,18
459,1
459,2
459,6
459,8
459,14
459,16
460,5
461,8
461,14
464,1
464,2
464,6
464,16
466,1
466,5
466,17
467,5
468,5
468,14
469,8
469,14
470,5
471,5
472,5
472,8
473,5
473,17
474,1
474,16
475,8
476,5
476,8
477,8
477,12
478,5
478,6
478,8
479,1
479,6
479,16
480,1
480,2
480,15
480,16
481,8
481,16
482,6
482,8
482,16
484,2
484,4
485,1
485,2
485,5
485,9
486,5
487,5
487,18
488,8
488,14
489,5
490,16
491,8
492,5
492,13
493,1
493,6
493,8
494,1
494,2
494,16
495,8
496,5
496,8
496,14
496,16
497,5
497,14
499,5
499,14
500,5
500,8
501,8
502,1
502,4
502,14
504,1
504,8
504,15
505,5
506,8
506,9
506,14
507,6
507,8
507,16
508,8
509,8
509,14
510,8
511,1
511,8
512,11
512,15
513,5
513,13
513,14
514,5
515,8
515,14
516,5
516,8
517,1
517,8
517,13
518,5
519,1
519,6
519,8
519,15
519,16
520,5
521,6
521,16
522,1
522,8
523,8
524,8
526,8
527,8
527,17
528,5
528,8
529,8
531,4
531,8
532,5
532,6
532,11
533,1
533,2
533,9
533,13
534,8
534,14
535,8
536,8
537,8
538,8
539,5
539,8
539,14
540,16
541,1
541,15
541,16
542,5
542,8
542,14
543,5
543,14
543,16
544,1
544,6
546,1
546,2
546,4
546,5
546,9
546,15
547,1
547,2
547,16
548,1
548,13
548,16
549,8
549,12
550,5
550,14
551,3
551,4
551,9
551,12
552,1
552,2
552,5
552,14
553,1
553,8
553,18
555,6
555,16
556,7
558,1
558,2
558,3
558,4
558,9
562,5
562,8
563,8
563,14
564,5
567,5
567,8
568,5
568,8
569,5
569,8
573,8
574,5
574,8
575,4
575,5
577,2
577,4
577,8
579,6
579,16
580,8
581,7
583,5
583,8
585,5
586,4
586,5
587,5
587,8
587,9
587,14
587,16
588,2
588,3
588,4
588,5
588,12
589,1
589,15
590,2
590,8
590,18
592,1
592,6
592,16
593,6
593,11
593,16
594,3
594,4
594,8
594,9
594,12
595,3
595,4
595,9
595,12
595,14
596,3
596,4
596,9
596,12
597,5
597,14
599,2
599,18
600,1
600,5
600,6
602,7
605,8
605,14
606,9
606,11
608,5
608,6
608,8
608,16
609,2
609,4
610,1
610,2
610,3
610,11
610,15
611,1
611,11
611,15
612,5
613,8
613,14
615,5
615,8
616,3
616,4
617,5
617,8
618,5
618,14
619,5
626,5
627,8
627,16
628,6
628,8
628,13
628,16
631,2
631,3
631,4
631,9
631,12
631,14
632,8
632,17
633,5
634,5
635,5
635,8
636,8
637,5
638,14
639,5
639,8
640,8
640,16
645,8
647,1
647,6
647,8
647,17
648,1
648,2
648,13
648,16
649,5
649,8
650,8
653,1
653,2
653,9
656,5
661,2
661,3
661,4
661,9
661,12
662,16
663,5
665,5
665,8
665,17
667,1
668,8
670,8
671,5
671,15
673,2
673,3
673,4
673,5
673,9
673,15
674,2
674,5
674,15
678,8
678,16
679,8
680,8
680,13
680,14
680,15
680,16
685,8
688,1
688,2
688,5
688,17
691,5
691,14
692,1
692,15
692,16
694,1
694,6
694,8
695,13
695,16
697,8
697,14
698,8
700,5
703,8
704,1
704,2
706,8
707,6
707,8
707,16
708,5
708,14
709,2
709,3
709,4
709,5
709,12
710,5
711,2
711,4
714,8
714,13
714,18
715,8
715,14
718,5
718,9
718,15
719,5
720,2
720,3
720,5
722,7
724,8
724,9
724,11
724,16
725,5
726,8
728,5
731,6
731,16
733,1
733,2
733,16
735,11
736,1
736,2
736,14
736,16
737,1
737,15
741,3
741,15
742,11
742,16
743,5
745,3
745,4
745,5
747,5
748,1
748,15
748,16
750,5
750,17
757,8
759,7
760,8
760,17
761,1
761,2
762,5
762,6
764,8
764,14
765,5
765,8
766,8
773,8
775,11
775,13
778,5
778,6
778,8
779,8
779,14
780,1
780,2
780,15
780,16
781,8
782,8
782,16
783,3
783,4
783,8
783,12
783,14
784,5
784,16
785,5
786,1
786,8
786,16
788,5
788,9
788,14
788,15
790,8
791,7
795,8
798,1
798,2
798,8
798,16
799,5
799,11
799,16
800,8
800,13
800,18
801,4
801,5
802,8
802,14
803,5
803,8
803,14
804,5
804,14
805,8
805,16
806,6
806,8
808,2
808,4
809,1
809,2
810,4
810,5
810,9
813,5
818,5
823,8
824,8
824,13
828,2
828,4
829,5
829,9
829,12
830,5
832,6
832,16
833,5
835,8
836,1
836,2
836,16
837,4
837,5
837,9
838,5
838,8
838,14
839,1
839,16
840,4
840,5
841,11
842,5
842,11
848,8
849,1
849,2
849,15
849,16
851,8
852,5
852,8
852,14
858,6
858,8
861,1
861,5
861,6
861,16
866,6
866,8
866,14
866,16
867,5
867,6
869,6
869,8
869,12
869,16
870,5
875,1
875,6
875,8
876,1
876,5
876,6
876,16
879,11
879,16
880,15
880,16
881,4
881,5
882,8
882,16
885,4
885,8
885,9
886,1
886,5
886,6
888,2
888,3
888,4
888,12
889,8
889,14
891,11
891,16
892,5
892,8
892,14
893,8
896,8
897,2
897,8
897,14
897,17
898,5
898,8
898,14
899,5
899,12
899,14
900,12
900,14
901,5
901,12
902,8
902,14
903,8
903,13
903,14
903,16
904,13
904,16
905,5
905,14
906,8
906,16
907,5
907,12
907,14
908,1
908,2
908,13
908,14
908,16
909,5
909,8
909,14
910,5
910,6
911,5
911,6
911,13
911,14
911,16
912,8
912,14
913,10
913,13
914,5
914,8
914,12
914,14
915,5
915,14
916,5
916,8
916,14
917,4
917,8
918,12
919,2
919,4
919,9
919,12
920,8
920,14
920,17
921,5
922,8
922,10
922,14
923,8
923,13
924,2
924,8
924,15
926,8
927,5
928,8
928,13
928,14
928,16
929,8
929,10
929,13
929,16
930,10
930,14
930,16
931,13
931,14
931,16
932,8
932,14
933,6
933,13
933,14
933,16
934,5
935,5
935,12
936,5
936,14
937,5
937,14
938,12
940,1
940,2
940,14
941,2
942,6
942,10
942,13
943,8
943,9
943,14
944,8
945,5
945,12
945,14
946,5
946,8
946,17
947,5
947,14
948,8
948,14
948,18
949,8
950,5
950,6
951,5
951,14
952,2
952,5
953,4
953,8
953,9
953,14
954,8
955,5
955,14
956,8
956,14
959,8
961,8
963,12
965,8
965,13
965,16
968,11
968,15
968,16
969,2
969,5
969,14
969,17
970,2
970,5
970,6
970,8
970,14
971,8
973,5
973,8
976,14
976,17
979,8
979,17
981,8
982,8
984,5
984,8
986,2
986,4
987,8
987,14
988,5
988,8
990,1
990,2
990,16
991,8
993,8
994,5
994,8
996,1
996,6
996,8
996,16
998,1
998,6
999,6
999,10
1003,8
1003,16
1004,1
1004,16
1005,4
1005,5
1006,8
1007,4
1007,5
1007,18
1008,2
1008,18
1009,2
1009,4
1009,9
1010,4
1010,5
1011,4
1011,5
1011,9
1011,14
1012,4
1012,8
1013,4
1013,5
1013,14
1014,4
1014,5
1014,8
1015,2
1015,4
1015,8
1016,4
1016,5
1017,2
1017,4
1018,4
1018,5
1018,13
1019,2
1019,8
1019,15
1020,5
1021,4
1021,5
1022,3
1022,4
1022,9
1022,12
1022,14
1023,3
1023,4
1023,12
1024,3
1024,4
1024,12
1025,3
1025,4
1025,9
1025,12
1027,2
1027,8
1028,4
1028,5
1028,9
1028,12
1029,3
1029,4
1029,8
1029,12
1030,2
1030,3
1030,4
1030,12
1031,2
1031,4
1031,12
1032,2
1032,3
1032,4
1032,9
1032,12
1033,3
1033,4
1033,8
1034,5
1034,6
1034,8
1034,16
1035,12
1035,14
1036,1
1036,6
1036,16
1037,1
1037,11
1037,15
1037,16
1040,8
1041,8
1042,5
1042,8
1043,8
1043,14
1046,8
1046,14
1047,1
1047,8
1047,16
1049,1
1049,2
1050,7
1050,8
1051,8
1053,6
1053,8
1053,14
1054,8
1055,16
1056,8
1057,5
1057,12
1057,14
1059,8
1059,14
1060,5
1060,8
1061,16
1064,3
1064,4
1064,5
1064,9
1064,12
1064,14
1066,5
1066,12
1066,14
1068,6
1068,10
1073,4
1073,5
1073,9
1073,12
1076,8
1076,11
1076,16
1077,5
1077,15
1078,5
1078,17
1079,5
1079,6
1080,5
1081,5
1081,12
1081,14
1082,8
1083,5
1083,12
1084,6
1084,8
1085,2
1085,8
1086,6
1086,13
1086,16
1088,8
1088,12
1088,14
1089,6
1089,13
1089,16
1090,8
1090,17
1091,5
1092,6
1092,13
1092,16
1093,8
1094,8
1094,14
1094,16
1095,8
1096,8
1097,4
1097,8
1097,15
1099,4
1099,8
1099,9
1100,1
1100,8
1100,14
1101,1
1101,14
1103,8
1104,8
1105,11
1107,5
1111,7
1112,1
1112,5
1112,8
1114,6
1114,8
1116,8
1117,8
1119,8
1120,5
1120,8
1121,8
1123,7
1124,8
1125,5
1125,6
1126,5
1126,9
1127,1
1127,2
1127,15
1127,16
1128,11
1129,1
1129,2
1129,15
1129,16
1130,11
1130,13
1131,8
1131,13
1132,8
1135,5
1136,2
1136,5
1136,9
1137,14
1140,8
1144,7
1147,7
1148,3
1148,4
1148,5
1148,6
1150,8
1151,3
1151,5
1151,8
1151,9
1156,8
1161,8
1161,17
1162,5
1162,8
1163,8
1167,5
1170,1
1171,5
1172,8
1173,5
1173,8
1175,5
1175,8
1175,14
1176,8
1176,9
1176,14
1177,8
1177,14
1178,8
1178,17
1179,6
1179,8
1179,10
1180,5
1183,8
1183,14
1183,17
1184,5
1184,8
1185,8
1186,8
1187,8
1188,5
1188,14
1189,7
1190,6
1190,8
1190,14
1191,7
1191,12
1192,7
1193,8
1194,5
1196,1
1196,2
1196,15
1197,1
1197,2
1197,5
1197,9
1197,14
1198,1
1198,2
1199,9
1199,15
1200,1
1200,2
1200,11
1200,15
1201,1
1201,2
1201,18
1202,5
1203,8
1204,2
1204,8
1204,17
1206,6
1206,8
1206,15
1206,16
1207,8
1208,1
1208,8
1208,17
1209,1
1209,8
1209,18
1210,1
1210,2
1210,15
1211,8
1211,9
1211,14
1212,10
1212,13
1212,16
1213,6
1213,8
1214,11
1214,15
1215,1
1215,2
1215,5
1215,9
1215,11
1216,2
1216,8
1216,14
1217,8
1217,17
1218,1
1218,6
1218,8
1218,16
1219,6
1219,11
1220,1
1220,5
1220,12
1221,6
1221,8
1222,8
1222,17
1223,2
1223,3
1223,4
1223,5
1223,15
1224,1
1224,8
1224,14
1224,17
1225,8
1226,8
1226,14
1227,6
1227,8
1228,8
1230,5
1230,14
1231,8
1232,8
1232,13
1232,15
1233,1
1233,8
1233,17
1234,5
1234,6
1235,5
1235,8
1235,14
1236,5
1236,8
1236,14
1237,8
1238,5
1240,1
1240,15
1240,16
1241,5
1241,9
1241,11
1242,8
1242,17
1243,5
1243,8
1244,5
1244,8
1244,14
1245,6
1245,8
1245,10
1245,16
1246,8
1247,5
1247,8
1247,14
1248,6
1248,10
1248,16
1249,1
1249,6
1249,14
1249,16
1250,2
1250,8
1250,17
1251,8
1251,9
1252,6
1252,10
1252,13
1252,16
1253,8
1253,15
1253,16
1254,1
1254,2
1254,8
1254,18
1255,5
1255,11
1255,15
1256,5
1256,12
1256,17
1257,5
1257,14
1258,11
1259,2
1259,8
1260,6
1260,10
1260,16
1261,1
1261,5
1261,9
1261,11
1262,1
1262,2
1262,8
1262,17
1263,8
1263,17
1264,1
1264,8
1264,13
1264,14
1264,16
1265,5
1265,9
1265,14
1266,8
1266,18
1267,6
1267,16
1267,17
1268,5
1268,8
1269,5
1269,13
1269,16
1270,2
1270,5
1270,15
1271,5
1271,6
1271,8
1272,8
1272,17
1273,5
1273,8
1273,10
1274,1
1274,2
1274,3
1274,15
1275,1
1275,2
1275,9
1276,8
1277,5
1277,8
1277,14
1278,5
1278,9
1279,5
1279,8
1280,8
1281,5
1281,8
1281,17
1282,3
1282,4
1282,9
1282,12
1283,8
1283,18
1284,6
1284,10
1284,13
1285,5
1286,8
1286,14
1287,1
1287,2
1287,8
1288,5
1289,7
1290,8
1290,14
1291,1
1291,2
1292,5
1292,8
1293,8
1295,8
1296,8
1296,14
1297,5
1298,8
1298,12
1299,8
1299,17
1300,5
1300,8
1301,8
1301,15
1302,4
1302,8
1302,9
1303,2
1303,8
1304,1
1304,18
1305,8
1305,14
1306,2
1306,8
1306,15
1307,5
1307,14
1310,7
1312,8
1318,5
1318,8
1320,1
1320,11
1320,15
1320,16
1321,5
1321,11
1321,16
1322,11
1323,11
1324,11
1325,11
1326,11
1327,8
1327,11
1327,13
1327,16
1328,11
1329,11
1330,11
1331,11
1332,11
1332,16
1333,11
1333,16
1334,11
1334,15
1335,11
1335,13
1336,11
1336,16
1337,8
1337,11
1337,16
1339,9
1339,11
1339,14
1339,16
1340,8
1340,11
1340,15
1341,11
1342,11
1342,16
1343,16
1344,6
1344,8
1344,16
1345,8
1345,9
1345,11
1345,16
1346,8
1346,9
1346,11
1347,11
1347,16
1348,11
1349,11
1350,11
1350,13
1350,16
1351,6
1351,8
1351,16
1352,6
1352,16
1353,5
1353,8
1353,14
1354,8
1354,13
1355,11
1355,16
1356,1
1356,2
1356,15
1356,16
1357,8
1357,14
1358,8
1359,4
1359,5
1361,7
1363,8
1365,8
1366,8
1367,2
1367,4
1367,5
1370,1
1370,2
1370,16
1371,2
1371,15
1372,1
1372,13
1372,15
1373,1
1373,15
1374,1
1374,2
1374,15
1374,16
1375,1
1375,2
1375,15
1376,2
1376,5
1376,15
1377,1
1377,6
1378,1
1378,5
1378,18
1379,1
1379,18
1380,5
1380,12
1380,14
1381,5
1381,12
1381,14
1382,1
1382,8
1385,1
1385,8
1385,16
1387,1
1387,11
1388,11
1388,16
1389,1
1389,11
1390,5
1391,1
1391,5
1391,15
1392,5
1392,8
1393,8
1393,14
1394,5
1395,5
1395,8
1396,1
1396,5
1396,6
1396,8
1396,15
1397,8
1398,14
1398,17
1399,8
1401,8
1405,2
1405,3
1405,5
1405,6
1406,6
1406,8
1406,13
1406,16
1407,5
1407,11
1407,13
1407,16
1408,1
1408,14
1408,17
1408,18
1409,5
1409,8
1409,9
1409,14
1411,6
1411,8
1411,14
1412,8
1413,8
1414,5
1415,6
1415,8
1415,14
1416,8
1416,12
1417,8
1419,2
1419,8
1422,6
1422,8
1422,13
1422,16
1423,8
1425,5
1426,4
1427,1
1427,16
1428,8
1429,1
1429,2
1429,5
1429,16
1430,5
1430,16
1431,1
1431,5
1432,1
1432,5
1432,6
1432,8
1432,16
1437,8
1438,1
1438,16
1439,5
1440,5
1441,5
1441,14
1442,8
1445,5
1445,17
1446,5
1446,8
1447,6
1449,5
1453,5
1453,14
1454,5
1454,8
1456,5
1457,5
1457,8
1457,14
1458,8
1458,9
1458,14
1459,13
1459,16
1460,4
1460,5
1460,13
1461,5
1464,6
1464,8
1464,9
1464,10
1464,13
1464,14
1465,1
1465,8
1466,6
1466,8
1468,5
1468,14
1473,1
1473,5
1473,6
1473,8
1474,4
1474,5
1475,14
1476,5
1476,8
1477,14
1479,1
1479,14
1479,15
1479,16
1480,8
1480,16
1483,8
1483,16
1484,5
1484,8
1484,13
1484,14
1485,5
1487,8
1487,12
1488,1
1488,8
1488,16
1489,3
1489,4
1489,12
1490,5
1493,14
1495,1
1495,2
1495,4
1496,8
1496,14
1497,1
1498,8
1498,14
1499,1
1499,2
1499,16
1500,5
1500,6
1500,14
1502,8
1502,14
1503,5
1507,8
1507,17
1513,5
1514,14
1515,1
1515,8
1515,16
1516,5
1517,1
1517,2
1517,5
1518,1
1518,16
1519,8
1526,5
1527,1
1527,2
1527,5
1527,15
1529,5
1529,8
1533,8
1537,5
1537,8
1537,14
1541,5
1541,14
1542,5
1542,8
1542,14
1544,1
1544,2
1544,15
1544,16
1545,8
1546,5
1547,4
1547,8
1549,8
1549,14
1550,5
1550,14
1551,2
1551,4
1551,8
1552,1
1552,2
1552,16
1554,8
1554,14
1556,1
1556,14
1556,16
1562,1
1562,2
1562,9
1562,16
1564,5
1564,8
1564,14
1565,5
1565,16
1566,2
1566,3
1566,4
1566,5
1566,12
1569,5
1569,14
1571,5
1571,14
1572,8
1573,1
1573,6
1573,8
1573,16
1574,14
1580,1
1580,5
1580,15
1581,5
1582,2
1582,4
1583,4
1583,9
1584,8
1584,15
1585,5
1586,1
1586,8
1587,1
1587,2
1587,9
1588,4
1588,5
1589,1
1589,6
1589,8
1589,16
1590,11
1590,15
1590,16
1591,1
1591,2
1591,15
1591,16
1592,4
1592,5
1593,5
1593,14
1594,5
1594,8
1596,8
1597,8
1597,13
1597,14
1597,16
1598,6
1598,8
1598,16
1599,1
1600,8
1600,14
1601,6
1601,8
1601,10
1602,5
1603,11
1603,15
1603,16
1604,1
1604,5
1605,2
1605,14
1606,1
1606,2
1608,1
1608,16
1609,8
1609,16
1610,1
1610,2
1610,16
1611,8
1611,14
1612,5
1613,8
1614,5
1615,2
1615,8
1616,1
1616,16
1616,17
1617,6
1617,10
1617,13
1617,16
1619,2
1619,8
1619,17
1620,6
1620,8
1620,13
1620,16
1621,8
1623,11
1624,8
1625,8
1625,13
1625,16
1626,1
1626,8
1626,16
1627,6
1627,8
1627,13
1629,5
1629,14
1631,1
1631,16
1633,8
1635,8
1639,5
1639,8
1639,14
1641,5
1641,8
1642,5
1642,8
1643,8
1643,14
1644,11
1644,13
1644,16
1645,8
1645,13
1645,16
1646,4
1646,5
1646,14
1646,15
1647,6
1647,8
1647,16
1648,5
1648,8
1649,7
1650,8
1652,7
1653,8
1653,15
1653,16
1654,4
1654,8
1654,9
1655,8
1655,11
1655,16
1656,8
1656,14
1658,14
1658,16
1659,8
1660,8
1661,6
1661,13
1661,16
1662,6
1663,5
1663,17
1665,5
1667,1
1667,8
1670,8
1670,17
1671,6
1671,8
1671,16
1672,8
1673,8
1674,8
1674,14
1674,16
1675,6
1675,16
1676,1
1676,15
1677,5
1677,8
1678,8
1678,14
1679,5
1680,8
1680,14
1681,1
1681,2
1681,9
1682,5
1682,8
1682,15
1683,8
1683,14
1684,8
1684,14
1685,8
1685,14
1686,6
1686,16
1687,1
1687,16
1688,2
1688,3
1688,4
1688,8
1688,12
1689,5
1689,6
1689,16
1690,1
1690,11
1690,15
1693,8
1693,13
1694,8
1695,8
1696,8
1696,17
1699,5
1699,8
1701,5
1701,8
1702,4
1702,5
1702,9
1703,5
1704,8
1704,14
1707,4
1707,5
1711,6
1711,8
1711,13
1713,4
1713,5
1717,5
1717,11
1717,13
1717,16
1718,16
1719,8
1721,8
1721,14
1722,1
1722,2
1722,16
1726,1
1726,2
1726,8
1726,15
1727,8
1727,14
1729,6
1729,8
1729,16
1730,8
1731,5
1732,5
1732,6
1733,8
1733,14
1734,5
1734,8
1735,8
1735,14
1739,1
1739,4
1739,5
1746,5
1747,5
1748,2
1748,10
1748,15
1748,16
1752,1
1752,6
1752,16
1753,5
1754,6
1754,8
1754,9
1754,16
1755,5
1755,14
1757,8
1757,14
1759,8
1760,5
1762,1
1762,11
1762,15
1767,8
1767,14
1769,1
1769,6
1769,16
1770,6
1770,14
1770,16
1771,11
1772,1
1772,5
1772,12
1777,5
1777,14
1779,15
1779,16
1783,6
1783,8
1783,13
1783,14
1783,16
1784,5
1784,8
1784,14
1785,6
1785,16
1791,6
1791,8
1791,16
1792,1
1792,6
1792,16
1793,5
1794,5
1794,8
1797,7
1798,16
1799,5
1799,6
1799,8
1799,13
1799,16
1801,1
1801,2
1801,8
1804,6
1804,8
1805,6
1805,8
1805,13
1805,16
1806,2
1806,4
1806,5
1807,8
1809,6
1809,8
1810,5
1810,8
1812,4
1812,5
1812,8
1816,5
1816,8
1821,5
1821,14
1824,5
1824,16
1825,5
1825,8
1826,2
1826,4
1827,5
1827,7
1829,8
1829,14
1831,1
1831,2
1831,15
1833,1
1833,8
1833,16
1834,6
1834,8
1834,13
1834,16
1835,8
1835,9
1835,14
1836,5
1836,8
1837,5
1839,5
1840,8
1841,8
1841,16
1844,8
1844,14
1845,5
1845,13
1845,16
1848,2
1848,4
1848,5
1848,9
1855,5
1856,7
1857,5
1858,1
1858,5
1859,8
1860,8
1862,11
1862,15
1863,5
1866,1
1866,5
1866,6
1867,1
1867,2
1870,5
1870,8
1873,6
1873,8
1873,14
1873,17
1875,5
1876,8
1876,15
1876,16
1881,2
1881,3
1881,4
1881,9
1881,12
1882,1
1882,15
1882,16
1883,5
1883,8
1883,14
1884,2
1884,5
1884,8
1885,5
1885,8
1885,14
1887,2
1887,5
1887,18
1888,5
1888,8
1888,14
1889,8
1889,13
1889,16
1891,11
1891,16
1892,16
1893,8
1894,2
1894,5
1894,14
1895,5
1895,8
1895,14
1897,8
1897,14
1900,5
1900,8
1902,8
1902,14
1904,5
1904,8
1906,5
1906,14
1907,2
1907,3
1907,4
1907,5
1907,8
1907,12
1907,14
1909,1
1909,6
1909,13
1909,15
1909,16
1910,5
1910,6
1910,8
1911,5
1912,5
1912,6
1912,8
1912,14
1912,16
1913,8
1913,13
1914,5
1914,8
1916,8
1916,14
1917,1
1917,14
1917,15
1917,16
1918,1
1918,5
1918,6
1918,16
1919,4
1919,5
1920,3
1920,4
1920,9
1920,17
1921,8
1921,15
1921,16
1922,8
1923,5
1923,14
1924,11
1924,15
1926,12
1927,1
1927,8
1927,17
1928,8
1928,18
