,movie ID,genre name
0,196,Drama
0,196,Thriller
0,197,Adventure
0,197,Comedy
0,198,Comedy
0,198,Drama
0,198,Romance
0,199,Drama
0,200,Comedy
0,201,Comedy
0,201,Drama
0,202,Action
0,202,Comedy
0,202,Romance
0,203,Comedy
0,203,Romance
0,204,Adventure
0,205,Animation
0,205,Comedy
0,205,Romance
0,206,Thriller
0,207,Drama
0,208,Drama
0,208,Musical
0,209,Comedy
0,209,Fantasy
0,210,Documentary
0,211,Crime
0,211,Drama
0,212,Comedy
0,213,Drama
0,213,Romance
0,214,Comedy
0,215,Action
0,216,Comedy
0,216,Romance
0,217,Drama
0,217,Horror
0,218,Drama
0,219,Comedy
0,220,Comedy
0,220,Sci-Fi
0,221,Mystery
0,221,Thriller
0,222,Adventure
0,222,Comedy
0,222,Fantasy
0,222,Romance
0,223,Crime
0,223,Drama
0,223,Thriller
0,224,Action
0,224,Adventure
0,224,Sci-Fi
0,225,Drama
0,226,Drama
0,227,Drama
0,228,Drama
0,228,Fantasy
0,228,Romance
0,229,Drama
0,229,Romance
0,229,War
0,229,Western
0,230,Comedy
0,231,Drama
0,232,Drama
0,232,Romance
0,233,Drama
0,234,Comedy
0,234,Drama
0,235,Drama
0,235,Horror
0,235,Sci-Fi
0,236,Comedy
0,237,Comedy
0,238,Comedy
0,238,Romance
0,239,Drama
0,240,Comedy
0,241,Drama
0,242,Drama
0,242,Thriller
0,243,Comedy
0,243,Drama
0,243,Romance
0,244,Drama
0,245,Crime
0,245,Drama
0,246,Action
0,246,Crime
0,247,Drama
0,247,Horror
0,248,Comedy
0,248,Romance
0,249,Action
0,249,Crime
0,249,Thriller
0,250,Comedy
0,250,Romance
0,251,Crime
0,251,Drama
0,252,Drama
0,252,Thriller
0,253,Action
0,253,Drama
0,253,Sci-Fi
0,253,Thriller
0,254,Action
0,254,Crime
0,254,Drama
0,254,Thriller
0,255,Comedy
0,255,Romance
0,256,Comedy
0,256,Romance
0,257,Comedy
0,257,Crime
0,257,Drama
0,257,Thriller
0,258,Drama
0,259,Drama
0,260,Drama
0,261,Drama
0,261,Romance
0,262,Drama
0,262,Romance
0,263,Action
0,263,Thriller
0,263,Western
0,264,Comedy
0,264,Drama
0,265,Comedy
0,266,Drama
0,267,Drama
0,268,Comedy
0,268,Drama
0,269,Comedy
0,270,Horror
0,270,Thriller
0,271,Comedy
0,272,Animation
0,273,Drama
0,273,Fantasy
0,273,Mystery
0,274,Action
0,274,Drama
0,274,Thriller
0,275,Action
0,275,Adventure
0,275,Sci-Fi
0,276,Comedy
0,276,Drama
0,276,Fantasy
0,277,Crime
0,277,Drama
0,278,Comedy
0,278,Drama
0,278,Thriller
0,279,Film-Noir
0,279,Thriller
0,280,Drama
0,281,Comedy
0,281,Drama
0,282,Comedy
0,282,Drama
0,283,Comedy
0,284,Drama
0,285,Action
0,285,Comedy
0,285,Sci-Fi
0,286,Horror
0,286,Thriller
0,287,Adventure
0,287,Drama
0,287,Sci-Fi
0,288,Action
0,288,Crime
0,288,Horror
0,289,Drama
0,290,Horror
0,290,Sci-Fi
0,291,Comedy
0,292,Drama
0,293,Mystery
0,293,Thriller
0,294,Drama
0,294,War
0,295,Drama
0,296,Action
0,296,Sci-Fi
0,296,Thriller
0,297,Comedy
0,297,Romance
0,298,Adventure
0,298,Drama
0,298,War
0,299,Drama
0,300,Comedy
0,302,Comedy
0,303,Comedy
0,303,Drama
0,304,Drama
0,304,Musical
0,305,Drama
0,305,Film-Noir
0,305,Romance
0,306,Comedy
0,307,Action
0,307,Crime
0,307,Drama
0,307,Thriller
0,308,Drama
0,308,Mystery
0,308,Thriller
0,309,Comedy
0,309,Drama
0,309,Romance
0,310,Comedy
0,310,Drama
0,311,Action
0,311,Crime
0,311,Fantasy
0,311,Thriller
0,312,Drama
0,313,Comedy
0,313,Fantasy
0,314,Comedy
0,314,Drama
0,314,Romance
0,314,War
0,315,Comedy
0,315,Romance
0,316,Drama
0,317,Comedy
0,317,Drama
0,317,Romance
0,318,Action
0,318,Comedy
0,319,Comedy
0,319,Drama
0,319,Romance
0,320,Adventure
0,320,Romance
0,321,Documentary
0,322,Adventure
0,322,Animation
0,322,Drama
0,322,Musical
0,323,Drama
0,324,Drama
0,324,Horror
0,324,Mystery
0,324,Thriller
0,325,Action
0,325,Comedy
0,325,Crime
0,325,Fantasy
0,326,Adventure
0,326,Comedy
0,326,Western
0,327,Drama
0,328,Action
0,328,Comedy
0,329,Comedy
0,329,Drama
0,330,Comedy
0,330,Drama
0,330,Romance
0,331,Thriller
0,332,Comedy
0,333,Action
0,333,Thriller
0,334,Action
0,334,Romance
0,334,Thriller
0,335,Comedy
0,335,Romance
0,336,Action
0,336,Sci-Fi
0,336,Thriller
0,337,Action
0,337,Adventure
0,337,Comedy
0,337,Romance
0,337,Thriller
0,338,Drama
0,338,Romance
0,339,Drama
0,339,Horror
0,339,Romance
0,339,Thriller
0,340,Western
0,341,Action
0,341,Crime
0,341,Drama
0,342,Drama
0,343,Drama
0,344,Action
0,344,Comedy
0,345,Drama
0,346,Drama
0,346,Romance
0,346,War
0,347,Action
0,347,Crime
0,347,Drama
0,348,Crime
0,348,Drama
0,349,Action
0,349,Adventure
0,349,Fantasy
0,350,Action
0,350,Fantasy
0,351,Drama
0,352,Horror
0,352,Thriller
0,353,Drama
0,354,Crime
0,354,Drama
0,355,Comedy
0,355,Fantasy
0,356,Drama
0,357,Comedy
0,358,Comedy
0,359,Comedy
0,359,Thriller
0,360,Western
0,361,Comedy
0,361,Romance
0,362,Drama
0,363,Comedy
0,364,Action
0,364,Comedy
0,364,Crime
0,364,Thriller
0,365,Adventure
0,365,Drama
0,366,Thriller
0,367,Action
0,367,Thriller
0,368,Drama
0,369,Drama
0,369,Romance
0,370,Horror
0,370,Sci-Fi
0,370,Thriller
0,371,Drama
0,371,Mystery
0,371,Romance
0,371,Thriller
0,372,Drama
0,373,Comedy
0,374,Comedy
0,374,Drama
0,375,Crime
0,375,Drama
0,376,Adventure
0,376,Comedy
0,376,Western
0,377,Comedy
0,378,Action
0,378,Adventure
0,378,Thriller
0,379,Comedy
0,379,Sci-Fi
0,380,Drama
0,380,Thriller
0,381,Comedy
0,382,Action
0,382,Comedy
0,382,Drama
0,383,Comedy
0,383,Romance
0,384,Comedy
0,385,Action
0,385,Adventure
0,385,Sci-Fi
0,386,Comedy
0,386,Romance
0,387,Comedy
0,388,Drama
0,388,Romance
0,389,Drama
0,390,Comedy
0,391,Comedy
0,391,Drama
0,392,Drama
0,392,Mystery
0,392,Romance
0,393,Drama
0,394,Comedy
0,394,Romance
0,395,Drama
0,395,Thriller
0,396,Adventure
0,396,Drama
0,397,Crime
0,397,Drama
0,397,Thriller
0,398,Thriller
0,399,Drama
0,399,Western
0,400,Action
0,400,Adventure
0,400,Crime
0,400,Drama
0,400,Romance
0,400,Thriller
0,401,Comedy
0,402,Drama
0,402,Romance
0,403,Action
0,403,Adventure
0,403,Crime
0,403,Thriller
0,404,Action
0,404,Comedy
0,404,War
0,405,Comedy
0,406,Comedy
0,406,Romance
0,407,Drama
0,407,Romance
0,408,Comedy
0,409,Comedy
0,410,Comedy
0,410,Drama
0,411,Comedy
0,411,War
0,412,Action
0,412,Thriller
0,413,Drama
0,414,Comedy
0,414,Drama
0,415,Drama
0,415,Musical
0,416,Comedy
0,416,Crime
0,416,Drama
0,417,Action
0,417,Crime
0,417,Thriller
0,418,Action
0,418,Adventure
0,418,Sci-Fi
0,418,Thriller
0,419,Drama
0,419,Thriller
0,420,Crime
0,420,Drama
0,420,Thriller
0,421,Adventure
0,422,Action
0,422,Adventure
0,422,Comedy
0,422,Fantasy
0,423,Comedy
0,424,Comedy
0,424,Western
0,425,Drama
0,425,Romance
0,426,Comedy
0,427,Thriller
0,428,Drama
0,429,Comedy
0,429,Mystery
0,430,Action
0,430,Crime
0,430,Drama
0,431,Action
0,431,Adventure
0,431,Thriller
0,432,Drama
0,433,Comedy
0,433,Drama
0,433,Romance
0,433,Thriller
0,434,Comedy
0,434,Romance
0,435,Comedy
0,435,Romance
0,436,Comedy
0,436,Drama
0,437,Drama
0,438,Action
0,438,Romance
0,439,Action
0,439,Drama
0,439,Sci-Fi
0,440,Comedy
0,441,Drama
0,441,Fantasy
0,441,Romance
0,442,Crime
0,442,Drama
0,442,Thriller
0,443,Drama
0,444,Drama
0,444,Romance
0,445,Drama
0,446,Action
0,446,Drama
0,447,Horror
0,447,Sci-Fi
0,448,Comedy
0,448,Mystery
0,448,Romance
0,449,Comedy
0,450,Drama
0,450,Romance
0,451,Comedy
0,451,Drama
0,452,Action
0,452,Drama
0,452,Mystery
0,453,Comedy
0,454,Action
0,454,Crime
0,454,Drama
0,454,Sci-Fi
0,454,Thriller
0,455,Comedy
0,456,Crime
0,456,Thriller
0,457,Action
0,457,Drama
0,458,Drama
0,459,Drama
0,460,Drama
0,461,Drama
0,461,War
0,462,Comedy
0,462,Drama
0,463,Drama
0,464,Drama
0,465,Comedy
0,465,Crime
0,465,Horror
0,466,Action
0,466,Adventure
0,466,Fantasy
0,466,Mystery
0,467,Drama
0,467,Romance
0,468,Drama
0,469,Drama
0,470,Drama
0,471,Drama
0,472,Comedy
0,472,Drama
0,472,Romance
0,473,Thriller
0,474,Action
0,474,Sci-Fi
0,474,Thriller
0,475,Comedy
0,475,Drama
0,475,Romance
0,476,Comedy
0,476,Romance
0,476,Thriller
0,477,Action
0,477,Crime
0,478,Action
0,478,Adventure
0,478,Comedy
0,478,Fantasy
0,478,Sci-Fi
0,479,Action
0,479,Adventure
0,479,Thriller
0,480,Action
0,480,Mystery
0,480,Thriller
0,481,Drama
0,481,Musical
0,482,Comedy
0,482,Romance
0,483,Animation
0,483,Fantasy
0,483,Musical
0,484,Action
0,484,Adventure
0,484,Comedy
0,484,Romance
0,485,Action
0,485,Drama
0,485,Western
0,486,Crime
0,486,Thriller
0,487,Documentary
0,488,Action
0,488,Adventure
0,488,Animation
0,488,Fantasy
0,489,Comedy
0,489,Drama
0,490,Drama
0,490,Romance
0,491,Comedy
0,492,Comedy
0,492,Drama
0,493,Comedy
0,493,Drama
0,494,Comedy
0,494,Drama
0,495,Drama
0,496,Comedy
0,496,Drama
0,497,Comedy
0,498,Adventure
0,498,Drama
0,499,Crime
0,499,Thriller
0,500,Drama
0,501,Documentary
0,502,Comedy
0,502,Drama
0,503,Comedy
0,504,Comedy
0,505,Comedy
0,505,Drama
0,505,Fantasy
0,505,Romance
0,505,Thriller
0,506,Adventure
0,506,Animation
0,506,Comedy
0,506,Musical
0,507,Action
0,507,Sci-Fi
0,508,Adventure
0,508,Drama
0,508,Western
0,509,Action
0,509,Crime
0,509,Thriller
0,510,Crime
0,510,Horror
0,510,Thriller
0,511,Animation
0,511,Drama
0,511,Fantasy
0,511,Musical
0,512,Animation
0,512,Fantasy
0,512,Musical
0,512,Romance
0,513,Animation
0,513,Fantasy
0,513,Musical
0,514,Comedy
0,514,Romance
0,515,Adventure
0,515,Western
0,516,Action
0,516,Comedy
0,516,Crime
0,517,Documentary
0,518,Drama
0,518,Romance
0,519,Fantasy
0,519,Horror
0,520,Comedy
0,520,Crime
0,520,Drama
0,520,Thriller
0,521,Adventure
0,522,Action
0,522,Adventure
0,522,Animation
0,522,Horror
0,522,Sci-Fi
0,523,Action
0,523,Horror
0,523,Sci-Fi
0,524,Comedy
0,525,Drama
0,525,Romance
0,526,Comedy
0,526,Drama
0,527,Animation
0,528,Comedy
0,528,Drama
0,529,Comedy
0,529,Romance
0,530,Comedy
0,531,Comedy
0,532,Drama
0,532,Thriller
0,533,Crime
0,533,Drama
0,533,Mystery
0,533,Thriller
0,534,Adventure
0,534,Animation
0,534,Fantasy
0,534,Musical
0,534,Romance
0,535,Drama
0,535,War
0,536,Comedy
0,537,Comedy
0,538,Comedy
0,538,Drama
0,539,Drama
0,540,Comedy
0,541,Romance
0,542,Comedy
0,542,Drama
0,543,Drama
0,543,Thriller
0,544,Drama
0,545,Action
0,545,Crime
0,545,Drama
0,545,War
0,546,Action
0,546,Adventure
0,546,Mystery
0,546,Thriller
0,547,Comedy
0,547,Drama
0,548,Drama
0,549,Action
0,549,Adventure
0,549,Fantasy
0,550,Comedy
0,551,Adventure
0,551,Animation
0,551,Fantasy
0,551,Musical
0,552,Thriller
0,553,Comedy
0,554,Comedy
0,554,Drama
0,554,War
0,555,Action
0,556,Drama
0,557,Drama
0,558,Comedy
0,558,Sci-Fi
0,559,Adventure
0,559,Animation
0,559,Comedy
0,559,Fantasy
0,559,Sci-Fi
0,560,Adventure
0,560,Comedy
0,560,Sci-Fi
0,561,Drama
0,561,Thriller
0,562,Drama
0,563,Drama
0,563,Mystery
0,563,Romance
0,563,Sci-Fi
0,563,Thriller
0,564,Drama
0,565,Action
0,565,Adventure
0,565,Comedy
0,565,War
0,566,Comedy
0,566,Romance
0,567,Action
0,567,Sci-Fi
0,567,Thriller
0,568,Action
0,568,Crime
0,568,Drama
0,569,Mystery
0,569,Thriller
0,570,Drama
0,570,Romance
0,571,Drama
0,572,Comedy
0,573,Drama
0,574,Action
0,574,Adventure
0,575,Drama
0,576,Crime
0,576,Drama
0,576,Thriller
0,577,Comedy
0,577,Romance
0,578,Adventure
0,578,Animation
0,578,Comedy
0,578,Musical
0,579,Comedy
0,580,Adventure
0,581,Drama
0,581,Mystery
0,581,Western
0,582,Drama
0,582,Romance
0,583,Comedy
0,583,Fantasy
0,583,Sci-Fi
0,584,Comedy
0,585,Adventure
0,585,Animation
0,585,Comedy
0,586,Documentary
0,587,Drama
0,587,Fantasy
0,587,Horror
0,587,Thriller
0,588,Comedy
0,589,Drama
0,590,Comedy
0,591,Crime
0,591,Thriller
0,592,Action
0,592,Adventure
0,592,Thriller
0,593,Horror
0,594,Action
0,594,Adventure
0,594,Romance
0,594,Thriller
0,595,Action
0,595,Sci-Fi
0,596,Animation
0,596,Sci-Fi
0,597,Horror
0,597,Thriller
0,598,Comedy
0,599,Animation
0,599,Comedy
0,600,Comedy
0,601,Action
0,601,Sci-Fi
0,601,Thriller
0,602,Comedy
0,602,War
0,603,Drama
0,604,Documentary
0,605,Drama
0,605,War
0,606,Action
0,606,Adventure
0,607,Comedy
0,607,Crime
0,608,Drama
0,608,Romance
0,609,Comedy
0,609,Drama
0,610,Drama
0,611,Drama
0,612,Horror
0,612,Mystery
0,613,Comedy
0,613,Crime
0,613,Drama
0,614,Drama
0,614,Romance
0,615,Action
0,615,Adventure
0,615,Sci-Fi
0,615,Thriller
0,616,Drama
0,617,Drama
0,617,Thriller
0,618,Animation
0,618,Drama
0,618,Musical
0,618,Romance
0,619,Comedy
0,619,Thriller
0,620,Comedy
0,621,Action
0,621,Drama
0,621,Thriller
0,622,Comedy
0,622,Fantasy
0,622,Romance
0,622,Sci-Fi
0,623,Drama
0,624,Documentary
0,625,Drama
0,626,Action
0,626,Adventure
0,626,Drama
0,626,Thriller
0,627,Comedy
0,627,Horror
0,627,Thriller
0,628,Drama
0,628,Mystery
0,628,Western
0,629,Comedy
0,630,Drama
0,630,Romance
0,631,Comedy
0,631,Drama
0,631,Romance
0,632,Comedy
0,632,Romance
0,633,Drama
0,633,Thriller
0,634,Crime
0,634,Drama
0,635,Adventure
0,636,Action
0,636,Adventure
0,637,Comedy
0,637,Fantasy
0,638,Comedy
0,639,Comedy
0,640,Drama
0,641,Drama
0,641,Mystery
0,642,Adventure
0,643,Comedy
0,643,Fantasy
0,643,Musical
0,644,Comedy
0,645,Crime
0,645,Thriller
0,646,Comedy
0,647,Drama
0,648,Action
0,648,Adventure
0,648,Thriller
0,649,Comedy
0,649,Fantasy
0,650,Comedy
0,650,Drama
0,650,Romance
0,651,Action
0,651,Thriller
0,652,Comedy
0,653,Horror
0,654,Comedy
0,654,Horror
0,655,Drama
0,656,Action
0,656,Adventure
0,656,Sci-Fi
0,656,Thriller
0,657,Drama
0,658,Comedy
0,658,Drama
0,658,Romance
0,659,Crime
0,659,Drama
0,660,Action
0,660,Comedy
0,660,Crime
0,660,Thriller
0,661,Crime
0,661,Drama
0,661,Romance
0,661,Thriller
0,662,Comedy
0,662,Crime
0,663,Crime
0,663,Drama
0,663,Musical
0,663,Thriller
0,664,Comedy
0,665,Action
0,665,Crime
0,665,Drama
0,666,Action
0,666,Comedy
0,666,Crime
0,666,Thriller
0,667,Horror
0,667,Thriller
0,668,Sci-Fi
0,668,Thriller
0,669,Comedy
0,670,Drama
0,670,Thriller
0,671,Drama
0,671,Fantasy
0,672,Action
0,672,Comedy
0,672,Crime
0,673,Adventure
0,673,Animation
0,673,Musical
0,674,Drama
0,674,Romance
0,675,Horror
0,675,Thriller
0,676,Comedy
0,676,Drama
0,676,Romance
0,677,Drama
0,678,Drama
0,679,Adventure
0,679,Drama
0,679,Romance
0,679,War
0,680,Comedy
0,680,Drama
0,680,Romance
0,681,Comedy
0,681,Musical
0,681,Romance
0,682,Musical
0,682,Romance
0,683,Comedy
0,683,Musical
0,684,Drama
0,684,Romance
0,685,Drama
0,685,Mystery
0,685,Romance
0,685,Thriller
0,686,Mystery
0,686,Thriller
0,687,Comedy
0,687,Romance
0,688,Drama
0,688,Thriller
0,689,Comedy
0,689,Musical
0,689,Romance
0,690,Action
0,690,Adventure
0,690,Mystery
0,690,Romance
0,690,Thriller
0,691,Comedy
0,691,Drama
0,691,Romance
0,692,Comedy
0,692,Crime
0,693,Comedy
0,693,Crime
0,693,Mystery
0,693,Romance
0,693,Thriller
0,694,Drama
0,694,Romance
0,695,Film-Noir
0,695,Mystery
0,696,Comedy
0,696,Drama
0,696,Musical
0,696,Romance
0,697,Comedy
0,697,Romance
0,698,Comedy
0,698,Drama
0,698,Romance
0,699,Drama
0,700,Musical
0,701,Adventure
0,701,Fantasy
0,701,Musical
0,702,Drama
0,702,Romance
0,702,War
0,703,Comedy
0,704,Drama
0,704,Film-Noir
0,704,Romance
0,705,Drama
0,705,Mystery
0,706,Adventure
0,706,Drama
0,706,Sci-Fi
0,707,Drama
0,708,Comedy
0,709,Drama
0,709,Mystery
0,709,Romance
0,709,Thriller
0,710,Drama
0,710,Film-Noir
0,710,Mystery
0,710,Thriller
0,711,Film-Noir
0,711,Romance
0,711,Thriller
0,712,Mystery
0,712,Romance
0,712,Thriller
0,713,Drama
0,713,Romance
0,714,Crime
0,714,Mystery
0,714,Romance
0,714,Thriller
0,715,Comedy
0,716,Comedy
0,716,Musical
0,717,Comedy
0,717,Romance
0,718,Comedy
0,718,Romance
0,719,Musical
0,720,Action
0,720,Adventure
0,720,Romance
0,721,Adventure
0,722,Crime
0,722,Film-Noir
0,722,Mystery
0,723,Drama
0,723,Fantasy
0,723,Romance
0,724,Drama
0,725,Comedy
0,725,Musical
0,725,Romance
0,726,Comedy
0,726,Drama
0,726,War
0,727,Comedy
0,727,Romance
0,728,Drama
0,728,Romance
0,728,Western
0,729,Drama
0,730,Comedy
0,730,Crime
0,731,Comedy
0,731,Romance
0,732,Adventure
0,732,Comedy
0,733,Drama
0,733,Fantasy
0,733,Romance
0,734,Drama
0,735,Comedy
0,735,Romance
0,736,Drama
0,736,Romance
0,737,Drama
0,738,Drama
0,739,Musical
0,740,Drama
0,740,Mystery
0,740,Thriller
0,741,Horror
0,741,Sci-Fi
0,741,Thriller
0,742,Adventure
0,742,Comedy
0,742,Romance
0,742,War
0,743,Adventure
0,743,Comedy
0,743,Crime
0,743,Drama
0,743,Romance
0,744,Drama
0,745,Comedy
0,745,Drama
0,746,Romance
0,746,War
0,747,Drama
0,747,War
0,748,Drama
0,749,Drama
0,750,Comedy
0,750,Drama
0,751,Adventure
0,752,Drama
0,752,Romance
0,753,Comedy
0,753,Drama
0,754,Action
0,754,Adventure
0,754,Thriller
0,755,Drama
0,756,Drama
0,757,Comedy
0,757,Drama
0,758,Action
0,758,Crime
0,758,Drama
0,758,Thriller
0,759,Action
0,759,Crime
0,760,Crime
0,760,Film-Noir
0,761,Drama
0,761,Thriller
0,762,Action
0,762,Thriller
0,763,Comedy
0,764,Drama
0,765,Comedy
0,765,Western
0,766,Adventure
0,766,Western
0,767,Adventure
0,767,Fantasy
0,768,Comedy
0,769,Comedy
0,769,Fantasy
0,769,Romance
0,770,Drama
0,771,Comedy
0,771,Romance
0,772,Comedy
0,772,Drama
0,773,Adventure
0,773,Drama
0,774,Comedy
0,775,Adventure
0,776,Comedy
0,776,Mystery
0,777,Adventure
0,777,Drama
0,777,Sci-Fi
0,778,Comedy
0,779,Comedy
0,780,Animation
0,780,Fantasy
0,780,Musical
0,780,Romance
0,781,Animation
0,781,Musical
0,782,Animation
0,782,Musical
0,783,Animation
0,783,Fantasy
0,783,Musical
0,784,Adventure
0,784,Drama
0,785,Comedy
0,785,Fantasy
0,785,Musical
0,786,Animation
0,786,Drama
0,786,Musical
0,787,Adventure
0,787,Animation
0,787,Musical
0,788,Adventure
0,788,Musical
0,789,Adventure
0,789,Animation
